,Drug_ID,Drug,Y
1722,TOX646,c1ccoc1,0.0
1723,TOX5249,CCCCCCCCCCCCC1CO1,0.0
1724,TOX3113,COc1ccccc1O,0.0
1725,TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,1.0
1726,TOX5240,C=CC1CO1,0.0
1727,TOX2565,C=CCN1C(=O)C(CC(C)C)NC1=S,0.0
1728,TOX648,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0.0
1729,TOX3169,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0
1730,TOX5113,CC(C)CC(C)N,0.0
1731,TOX3166,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,0.0
1732,TOX12516,CCCCCCCCSCCO,0.0
1733,TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,0.0
1734,TOX12514,O=Cc1ccccc1C=O,0.0
1735,TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0.0
1736,TOX12513,Cc1cc(C)n(CO)n1,0.0
1737,TOX6536,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,0.0
1738,TOX12511,CCN1CN(CC)CN(CC)C1,0.0
1739,TOX25420,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0.0
1740,TOX25350,NCC1CCC(C(=O)O)CC1,0.0
1741,TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,0.0
1742,TOX22436,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,1.0
1743,TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1,0.0
1744,TOX25354,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1.0
1745,TOX25355,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,0.0
1746,TOX16467,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,0.0
1747,TOX423,O=C/C(Cl)=C(/Cl)C(=O)O,0.0
1748,TOX421,Cl[C@H]1OCCO[C@@H]1Cl,0.0
1749,TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0.0
1750,TOX427,Nc1cc(Cl)c(N)c(Cl)c1,0.0
1751,TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.0
1752,TOX425,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,0.0
1753,TOX424,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0
1754,TOX428,O=C(O)C(Cl)Cl,0.0
1755,TOX1980,CCCCCC(=O)OCC,0.0
1756,TOX1982,CCCCOC(C)=O,0.0
1757,TOX1984,CCCCCCCCCCCCN,0.0
1758,TOX1986,CCCCOP(=O)(OCCCC)OCCCC,0.0
1759,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,0.0
1760,TOX4359,Oc1cc(Cl)c(Cl)cc1Cl,0.0
1761,TOX7916,CCC(C)(CCC(C)C)C(=O)O,0.0
1762,TOX2472,CCCCc1ccccc1,0.0
1763,TOX15209,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,0.0
1764,TOX15206,C=CCSSCC=C,0.0
1765,TOX15204,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,0.0
1766,TOX21424,CC(C)CCCC(C)(C)O,0.0
1767,TOX21425,CCC/C=C/C=O,0.0
1768,TOX21426,C1=COCCC1,0.0
1769,TOX21420,O=C(O)c1ccco1,0.0
1770,TOX21421,COc1cc(OC)c2ccc(=O)oc2c1,0.0
1771,TOX21422,Cc1cc(=O)oc2cc(N(C)C)ccc12,0.0
1772,TOX21423,C=CN1CCCCCC1=O,0.0
1773,TOX27118,Cc1occc1S,0.0
1774,TOX1901,CCCOC(C)=O,0.0
1775,TOX27444,Cc1ccc2c(c1)CCCN2,0.0
1776,TOX27113,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,0.0
1777,TOX27446,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.0
1778,TOX27447,NNC(=O)OCc1ccccc1,0.0
1779,TOX27440,CC(C)c1ccc(C#N)cc1,0.0
1780,TOX27117,Cl[Yb](Cl)Cl,0.0
1781,TOX27443,COc1cc(C)cc(O)c1,0.0
1782,TOX5401,C=CC(=O)OCCCCCCOC(=O)C=C,0.0
1783,TOX8120,C=CC(C)(C)CC(=O)OC,0.0
1784,TOX5403,CCCCCCOC(=O)c1ccccc1,0.0
1785,TOX5404,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0.0
1786,TOX5406,C=C(C)C(=O)OCCCCCC,0.0
1787,TOX5409,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0.0
1788,TOX5746,O=[N+]([O-])c1ccccc1-c1ccccc1,0.0
1789,TOX9189,N=C(N)N.N=C(N)N.O=C(O)O,0.0
1790,TOX5744,O=[N+]([O-])c1ccccc1CCl,0.0
1791,TOX5745,O=[N+]([O-])c1ccc(CCl)cc1,0.0
1792,TOX5743,O=[N+]([O-])c1cccc(CCl)c1,0.0
1793,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1,0.0
1794,TOX5741,O=C(Cl)c1ccccc1[N+](=O)[O-],0.0
1795,TOX9182,CC(C)CC(=O)O,0.0
1796,TOX9184,Nc1ccc(S(=O)(=O)[O-])cc1,0.0
1797,TOX5749,O=[N+]([O-])c1ccccc1Nc1ccccc1,0.0
1798,TOX1596,CCCCCCCCCCCCCCCCC(=O)O,0.0
1799,TOX14005,NS(=O)(=O)O,0.0
1800,TOX11521,[PbH2+2],0.0
1801,TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,0.0
1802,TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,0.0
1803,TOX9230,CC(C)(C)N(CCO)CCO,0.0
1804,TOX9231,CC(CO)CO,0.0
1805,TOX9236,C=C(C)C(=O)OCCCCCCCCCCCCC,1.0
1806,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0.0
1807,TOX9234,C=CC(C)CCC=C(C)C,0.0
1808,TOX9235,C=CCCCCCCCCCCC,0.0
1809,TOX20461,OCC(S)CS,0.0
1810,TOX20464,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0.0
1811,TOX28823,CCCN(CCC)CCc1c[nH]c2ccccc12,0.0
1812,TOX28822,CN(C)CCc1c[nH]c2ccccc12,0.0
1813,TOX28821,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12,0.0
1814,TOX28536,CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1,0.0
1815,TOX28827,NC1(c2ccccc2)CCCCC1,0.0
1816,TOX28826,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,0.0
1817,TOX21844,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O,0.0
1818,TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,0.0
1819,TOX28829,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,0.0
1820,TOX28828,c1ccc(CN2CCNCC2)cc1,0.0
1821,TOX28539,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,0.0
1822,TOX28538,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,0.0
1823,TOX25165,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0
1824,TOX25164,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.0
1825,TOX25167,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,0.0
1826,TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.0
1827,TOX25161,c1ccc2c(c1)OCC(C1=NCCN1)O2,0.0
1828,TOX25160,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,0.0
1829,TOX25163,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,0.0
1830,TOX25162,CCn1ccnc1CC1COc2ccccc2O1,0.0
1831,TOX25169,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.0
1832,TOX25168,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.0
1833,TOX99,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3,0.0
1834,TOX92,COc1ccccc1N,0.0
1835,TOX91,Nc1ccccc1,0.0
1836,TOX97,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,0.0
1837,TOX96,O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2,0.0
1838,TOX95,O=C1c2ccccc2C(=O)c2ccccc21,0.0
1839,TOX94,Nc1ccccc1C(=O)O,0.0
1840,TOX28799,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0.0
1841,TOX28798,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,0.0
1842,TOX28791,CN[C@H](C)Cc1ccccc1,0.0
1843,TOX28790,CN[C@@H](C)Cc1ccccc1,0.0
1844,TOX28793,C[C@@H](N)C(=O)c1ccccc1,0.0
1845,TOX28792,C[C@H](N)C(=O)c1ccccc1,0.0
1846,TOX28795,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,0.0
1847,TOX28794,CCN[C@@H](C)Cc1ccccc1,0.0
1848,TOX28797,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,0.0
1849,TOX28796,C[C@H]1N=C(N)O[C@H]1c1ccccc1,0.0
1850,TOX4437,C=CCOC(C)=O,0.0
1851,TOX1156,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.0
1852,TOX1152,Oc1ccc(-c2ccccc2)cc1,0.0
1853,TOX1151,Oc1ccccc1-c1ccccc1,0.0
1854,TOX1150,CC(=O)O[Hg]c1ccccc1,0.0
1855,TOX1409,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,0.0
1856,TOX24511,CCCOC(=O)CCCCC(=O)OCCC,0.0
1857,TOX1158,NC(=O)c1ccccc1C(N)=O,0.0
1858,TOX2174,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.0
1859,TOX2170,NC(=O)c1c(Cl)cccc1Cl,0.0
1860,TOX2171,CCCCCCCCCCN,0.0
1861,TOX2172,CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.0
1862,TOX2179,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,0.0
1863,TOX24514,CCCCCCOC(=O)c1ccc(O)cc1,0.0
1864,TOX3378,NC[C@H](O)c1ccc(O)c(O)c1,0.0
1865,TOX24748,O=C(c1ccccc1)C1(O)CCCCC1,0.0
1866,TOX24746,CC(C)OC(=O)c1ccccc1,0.0
1867,TOX24747,CCCCNP(N)(N)=S,0.0
1868,TOX25790,CN1Cc2c(N)cccc2C(c2ccccc2)C1,0.0
1869,TOX3376,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0.0
1870,TOX17696,CN/C=N/c1ccc(C)cc1C,0.0
1871,TOX3370,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0.0
1872,TOX24740,CC(C)OC(=O)CCC(=O)OC(C)C,0.0
1873,TOX3372,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0.0
1874,TOX18855,Fc1cccc(Cl)c1CCl,0.0
1875,TOX18857,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,0.0
1876,TOX23919,OC[C@H](O)[C@H](O)CO,0.0
1877,TOX12180,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.0
1878,TOX365,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.0
1879,TOX366,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,1.0
1880,TOX367,N[C@@H](CS)C(=O)O,0.0
1881,TOX360,c1ccc2sc(SNC3CCCCC3)nc2c1,0.0
1882,TOX3996,NC1CCCCC1,0.0
1883,TOX363,ON=C1CCCC1,0.0
1884,TOX368,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,0.0
1885,TOX369,CN(C)N=Nc1nc[nH]c1C(N)=O,0.0
1886,TOX21210,CC1=CCC(C(C)C)=CC1,0.0
1887,TOX24810,CCC(C)CCCC(C)(C)O,0.0
1888,TOX24811,Cc1cc(Cl)ccc1/N=C/N(C)C,0.0
1889,TOX24758,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,0.0
1890,TOX24817,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,0.0
1891,TOX26630,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,0.0
1892,TOX26631,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,0.0
1893,TOX24226,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0.0
1894,TOX26633,CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,0.0
1895,TOX26634,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,0.0
1896,TOX26188,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,0.0
1897,TOX26189,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,0.0
1898,TOX26186,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,0.0
1899,TOX26187,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,1.0
1900,TOX26185,COc1ccc(/C=N\NC(=O)c2ccncc2)c(C(=O)O)c1OC,0.0
1901,TOX26182,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,0.0
1902,TOX26183,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,0.0
1903,TOX26180,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0
1904,TOX26181,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,0.0
1905,TOX27325,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1,0.0
1906,TOX27324,OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,0.0
1907,TOX27327,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,0.0
1908,TOX27320,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,0.0
1909,TOX27322,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,0.0
1910,TOX27328,NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[n-]1,0.0
1911,TOX20676,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.0
1912,TOX20674,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0
1913,TOX20675,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0.0
1914,TOX20672,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,0.0
1915,TOX20678,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0.0
1916,TOX20679,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0.0
1917,TOX26454,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1.0
1918,TOX26455,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,0.0
1919,TOX26456,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0.0
1920,TOX26457,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0.0
1921,TOX26450,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0.0
1922,TOX26451,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0.0
1923,TOX26452,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,1.0
1924,TOX26453,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0.0
1925,TOX26459,NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,0.0
1926,TOX26989,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,0.0
1927,TOX22297,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,0.0
1928,TOX24365,CC(C)(C)NC(N)=O,0.0
1929,TOX6900,CCCCCCCCCCCC[N+](C)(C)C,0.0
1930,TOX22299,CC(C)c1ccc(O)cc1,0.0
1931,TOX7494,Cc1cccc(N)c1N,0.0
1932,TOX7496,O=C([O-])COc1ccc(Cl)cc1Cl,0.0
1933,TOX21289,CCCCCCCCCCCCCC[N+](C)(C)C,0.0
1934,TOX7498,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,0.0
1935,TOX24493,CCO[Si](CCCNC(N)=O)(OCC)OCC,0.0
1936,TOX24490,COC(=O)c1sccc1S(N)(=O)=O,0.0
1937,TOX24491,NC(=O)CN1CCCC1=O,0.0
1938,TOX17728,O=C(c1ccccc1)c1ccc(O)c(O)c1O,0.0
1939,TOX27581,CCCCCOC(=O)CCCCC,0.0
1940,TOX1238,Oc1cccc(O)c1,0.0
1941,TOX27582,CCCCCCOC(=O)CC,0.0
1942,TOX27585,CC/C=C\CCOC(=O)C(C)C,0.0
1943,TOX27584,CCCCCC(=O)OCCc1ccccc1,0.0
1944,TOX27587,CC/C=C\CCCCCO,0.0
1945,TOX27589,CCCCCc1cccc(=O)o1,0.0
1946,TOX1233,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,0.0
1947,TOX1231,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,0.0
1948,TOX1237,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.0
1949,TOX4602,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,0.0
1950,TOX1235,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,0.0
1951,TOX24498,CC[N+](C)(CC)CC,0.0
1952,TOX28492,O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br,0.0
1953,TOX28493,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,0.0
1954,TOX28490,O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl,0.0
1955,TOX28496,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,0.0
1956,TOX28494,CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,0.0
1957,TOX28495,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,0.0
1958,TOX21987,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,0.0
1959,TOX1097,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0.0
1960,TOX1094,Nc1ccc(Oc2ccc(N)cc2)cc1,0.0
1961,TOX21983,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0
1962,TOX1093,C=CCOc1ccccc1OCC(O)CNC(C)C,0.0
1963,TOX21981,O=C(O)CF,0.0
1964,TOX20583,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.0
1965,TOX26133,CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,0.0
1966,TOX24359,O=C1CCCCCCCCCCCCCCO1,0.0
1967,TOX28678,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC,0.0
1968,TOX28679,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,0.0
1969,TOX24355,c1ccc(CNCc2ccccc2)cc1,0.0
1970,TOX28677,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.0
1971,TOX28674,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1,0.0
1972,TOX24356,OCCNCc1ccccc1,0.0
1973,TOX28672,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,0.0
1974,TOX28673,CN[C@@]1(c2ccccc2Cl)CCCCC1=O,0.0
1975,TOX28670,ClCCN(CCCl)CCCl,0.0
1976,TOX24352,COC(=O)Cc1ccccc1,0.0
1977,TOX27910,CCCCCC[n+]1ccccc1,0.0
1978,TOX26646,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0.0
1979,TOX27916,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0
1980,TOX29306,CC[N+]1(C)CCCC1,0.0
1981,TOX11460,CCCC[N+]1(C)CCCC1,0.0
1982,TOX27915,CCCC[N+]1(C)CCCC1.N#CN=C=[N-],0.0
1983,TOX27918,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0
1984,TOX27919,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0
1985,TOX26136,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,0.0
1986,TOX29346,CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,0.0
1987,TOX2762,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0.0
1988,TOX2764,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.0
1989,TOX3490,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,0.0
1990,TOX3492,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0.0
1991,TOX3495,C[n+]1ccccc1/C=N/O,0.0
1992,TOX24227,CCCN[C@H]1CCc2nc(N)sc2C1,0.0
1993,TOX3497,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0.0
1994,TOX6472,O=C(Cl)CCl,0.0
1995,TOX2544,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0.0
1996,TOX2541,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,0.0
1997,TOX2540,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0.0
