,Drug_ID,Drug,Y
385,Drug 1396,CC(C)(N)CO,0.0
386,Drug 1399,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,0.0
387,Drug 1406,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0.0
388,Drug 1408,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1.0
389,Drug 1409,CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0.0
390,Drug 1411,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1.0
391,Drug 1415,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1.[Na+],0.0
392,Drug 1425,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.0
393,Drug 1427,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,0.0
394,Drug 1428,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,0.0
395,Drug 1429,CC1(C)C(=O)N(Br)C(=O)N1Cl,0.0
396,Drug 1431,O=[N+]([O-])C(CO)(CO)CO,0.0
397,Drug 1432,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.0
398,Drug 1435,CC(C)(CO)CO,0.0
399,Drug 1445,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0.0
400,Drug 1446,CCCCOP(=O)(OCCCC)OCCCC,0.0
401,Drug 1449,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0.0
402,Drug 1451,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,0.0
403,Drug 1452,CCCCC(CC)COS(=O)(=O)[O-].[Na+],0.0
404,Drug 1453,C=C(C)C#N,0.0
405,Drug 1455,NC(=O)NO,0.0
406,Drug 1463,CC(=O)N(C)C,0.0
407,Drug 1465,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12,1.0
408,Drug 1469,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,0.0
409,Drug 1472,CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-].[Na+],0.0
410,Drug 1474,CC(=O)/C=C/C1C(C)=CCCC1(C)C,0.0
411,Drug 1475,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,1.0
412,Drug 1477,CC(=O)/C(C)=C/C1C(C)=CCCC1(C)C,0.0
413,Drug 1490,CN(C)C(=S)[S-].[Na+],1.0
414,Drug 1494,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.0
415,Drug 1495,CC(C)(C)c1cccc(C(C)(C)C)c1O,0.0
416,Drug 1500,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,1.0
417,Drug 1502,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.0
418,Drug 1503,c1cc2ccc3cccc4ccc(c1)c2c34,0.0
419,Drug 1505,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],0.0
420,Drug 1510,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1.[Na+],0.0
421,Drug 1516,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,0.0
422,Drug 1520,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,0.0
423,Drug 1532,O=S(=O)([O-])c1cccc2ccccc12.[Na+],0.0
424,Drug 1541,[As]#[In],0.0
425,Drug 1552,CCOP(=S)(OCC)SCSC(C)(C)C,1.0
426,Drug 1564,COC(=O)c1ccccc1C(=O)OC,0.0
427,Drug 1567,C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.0
428,Drug 1568,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,1.0
429,Drug 1570,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,0.0
430,Drug 1576,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,0.0
431,Drug 1577,O=C(c1ccccc1)c1ccc(O)cc1O,0.0
432,Drug 1578,COc1ccc(C(=O)c2ccccc2)c(O)c1,0.0
433,Drug 1581,CCCCOC(=O)c1ccccc1C(=O)O,0.0
434,Drug 1582,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,0.0
435,Drug 1586,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,1.0
436,Drug 1589,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0.0
437,Drug 1594,CCCSP(=O)(OCC)SCCC,0.0
438,Drug 1595,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0.0
439,Drug 1596,Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1.[Na+],0.0
440,Drug 1607,CC(C)CCCC(C)(C)O,0.0
441,Drug 1611,c1ccc2c(c1)oc1ccccc12,0.0
442,Drug 1612,c1ccc2c(c1)sc1ccccc12,0.0
443,Drug 1619,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.0
444,Drug 1623,CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,0.0
445,Drug 1624,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.0
446,Drug 1625,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,0.0
447,Drug 1629,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.0
448,Drug 1651,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,0.0
449,Drug 1652,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,0.0
450,Drug 1653,Nc1cc(Cl)cc(C(=O)O)c1Cl,0.0
451,Drug 1654,O=C(O)c1cccc(C[C@@H]2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3[C@@H]2O)c1,1.0
452,Drug 1656,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],1.0
453,Drug 1660,COC(=O)c1ccccc1N,0.0
454,Drug 1666,O=S(=O)(O)O.Oc1cccc2cccnc12.Oc1cccc2cccnc12,1.0
455,Drug 1671,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],1.0
456,Drug 1674,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,0.0
457,Drug 1675,CCN(CC)C(=O)c1cccc(C)c1,0.0
458,Drug 1676,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],1.0
459,Drug 1694,NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,1.0
460,Drug 1696,CSC(=O)c1cccc2nnsc12,0.0
461,Drug 1698,Oc1ccc2ccccc2c1,0.0
462,Drug 1699,O=NN([O-])c1ccccc1.[NH4+],0.0
463,Drug 1705,C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,0.0
464,Drug 1734,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,0.0
465,Drug 1740,CCCCOC(=O)c1ccccc1,0.0
466,Drug 1741,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.0
467,Drug 1742,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1.0
468,Drug 1744,CCCCCCc1ccc(O)cc1O,1.0
469,Drug 1748,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,1.0
470,Drug 1750,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,0.0
471,Drug 1751,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,0.0
472,Drug 1769,CN(C)C(=S)SSC(=S)N(C)C,1.0
473,Drug 1771,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],1.0
474,Drug 1775,CNC(=S)[S-].[Na+],0.0
475,Drug 1776,F[B-](F)(F)F.[Na+],0.0
476,Drug 1780,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,1.0
477,Drug 1790,CCCCOC(=O)C(C)O,0.0
478,Drug 1791,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,0.0
479,Drug 1792,OCc1cccc(Oc2ccccc2)c1,0.0
480,Drug 1803,C=C(C)C1CC=C(C)CC1,0.0
481,Drug 1811,[Na+].[O-]c1ccccc1,0.0
482,Drug 1817,O=C(O)CN(CC(=O)O)CC(=O)O,0.0
483,Drug 1818,NC(=O)N(O)[C@@H]1COc2cc(OCc3ccccc3)ccc21,0.0
484,Drug 1822,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,1.0
485,Drug 1824,CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O,1.0
486,Drug 1826,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0.0
487,Drug 1836,CCN(CCO)CCO,0.0
488,Drug 1837,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.0
489,Drug 1838,CCCCCCCCCCCCOS(=O)(=O)O.OCCN(CCO)CCO,0.0
490,Drug 1844,ClCCOP(OCCCl)OCCCl,0.0
491,Drug 1845,O=C(O)/C=C/c1ccccc1,0.0
492,Drug 1846,CC(=O)OCc1ccccc1,0.0
493,Drug 1847,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,1.0
494,Drug 1851,NCCN1CCNCC1,0.0
495,Drug 1852,NC(=O)Nc1ccc(Cl)cc1,0.0
496,Drug 1861,CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1.[Na+],1.0
497,Drug 1865,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,1.0
498,Drug 1866,CC(C)(C)CC(C)(C)c1ccc(O)cc1,1.0
499,Drug 1867,C=CCc1ccc(OC)cc1,0.0
500,Drug 1880,O=C(NCO)NCO,0.0
501,Drug 1883,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0.0
502,Drug 1885,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,0.0
503,Drug 1892,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,1.0
504,Drug 1896,C=CC(=O)OCCCC,0.0
505,Drug 1898,NCCO,0.0
506,Drug 1901,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,1.0
507,Drug 1904,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,0.0
508,Drug 1908,CC(=O)C=C(C)C,0.0
509,Drug 1920,Cl.Nc1ccccc1,0.0
510,Drug 1926,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,1.0
511,Drug 1928,CCCCCCCCCCCC(=O)OCC(O)CO,1.0
512,Drug 1938,CCCCCCCCOS(=O)(=O)[O-].[Na+],0.0
513,Drug 1939,CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,0.0
514,Drug 1941,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,0.0
515,Drug 1946,CCCCCC(=O)O,0.0
516,Drug 1954,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0
517,Drug 1961,CCCCCCCCCCCC(=O)O,0.0
518,Drug 1962,CCCCCCCCCO,0.0
519,Drug 1967,CCCCOCCOCCOCCO,0.0
520,Drug 1978,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,0.0
521,Drug 1980,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0
522,Drug 1983,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1.0
523,Drug 1984,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1.[Na+],0.0
524,Drug 1986,O=C/C=C/c1ccccc1,0.0
525,Drug 1987,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.0
526,Drug 2005,O=C(O)CF,0.0
527,Drug 2007,COC(=O)c1ccc(I)cc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1.[Na+],0.0
528,Drug 2008,CC(C)OP(C)(=O)OC(C)C,0.0
529,Drug 2010,O=C(O)C(=O)O,0.0
530,Drug 2036,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,0.0
531,Drug 2038,O=C(O)C1C2CCC(O2)C1C(=O)O,1.0
532,Drug 2039,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1.0
533,Drug 2048,COC(=O)c1cccc(C(=O)OC)c1,0.0
534,Drug 2052,CCCC[Sn](Cl)(CCCC)CCCC,1.0
535,Drug 2053,CCCC[Sn](CCCC)(CCCC)CCCC,1.0
536,Drug 2081,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,1.0
537,Drug 2088,CCC(C)C1CCCCC1=O,0.0
538,Drug 2091,NCc1cccc(CN)c1,0.0
539,Drug 2093,O=C[C@@H](O)[C@H](O)[C@H](O)CO,0.0
540,Drug 2094,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.0
541,Drug 2102,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,0.0
542,Drug 2104,Oc1cccc2cccnc12,1.0
543,Drug 2106,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,1.0
544,Drug 2111,c1ccc2[nH]c(-c3cscn3)nc2c1,0.0
545,Drug 2119,CC1CCC(C(C)C)C(O)C1,0.0
546,Drug 2120,CC(=O)C=CC1=C(C)CCCC1(C)C,0.0
547,Drug 2121,Cl.Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,0.0
548,Drug 2127,Sc1nc2ccccc2s1,1.0
549,Drug 2136,CCCCC(CC)C(=O)O,0.0
550,Drug 2149,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,0.0
551,Drug 2153,CCC(=NOC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,0.0
552,Drug 2155,Nc1ccc(C(=O)O)cc1,0.0
553,Drug 2163,Cc1ccccc1S(=O)(=O)[O-].[Na+],0.0
554,Drug 2167,CN(C)C(=O)Nc1ccc(Cl)cc1,0.0
555,Drug 2169,COc1ccc(O)cc1,1.0
556,Drug 2170,COc1ccc(OC)cc1,0.0
557,Drug 2179,CC(=O)OC(C)(C)Cc1ccccc1,0.0
558,Drug 2182,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],1.0
559,Drug 2199,C=CC(=O)NC(C)(C)CS(=O)(=O)O,1.0
560,Drug 2212,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,0.0
561,Drug 2215,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],0.0
562,Drug 2216,O=C(Nc1ccccc1)c1ccccc1I,0.0
563,Drug 2220,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,1.0
564,Drug 2231,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],0.0
565,Drug 2237,CCCCCCCCCCCCN1CCOCC1,1.0
566,Drug 2243,Nc1nc2nc[nH]c2c(=S)[nH]1,1.0
567,Drug 2249,CCCCc1ccc(Cl)cc1,0.0
568,Drug 2263,CCCCOCCOCCOCCOCCO,0.0
569,Drug 2264,CCCCC(CC)COCCO,0.0
570,Drug 2265,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1.0
571,Drug 2267,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,1.0
572,Drug 2269,O=Nc1ccc(Nc2ccccc2)cc1,1.0
573,Drug 2277,CC1(C)Cc2cccc(O)c2O1,0.0
574,Drug 2278,CNC(=O)Oc1cccc2c1OC(C)(C)C2,0.0
575,Drug 2280,CCOc1ccc(N)cc1,0.0
576,Drug 2289,Cl/C=C/Cl,0.0
577,Drug 2298,CCCOCC(C)O,0.0
578,Drug 2299,CCOCC(C)O,0.0
579,Drug 2302,Cc1cc(Cl)ccc1O,0.0
580,Drug 2306,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+],0.0
581,Drug 2318,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,1.0
582,Drug 2319,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0
583,Drug 2327,CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O.CS(=O)(=O)O,0.0
584,Drug 2332,CN(C)NC(=O)CCC(=O)O,0.0
585,Drug 2334,CCc1cccc(CC)c1N(COC)C(=O)CCl,0.0
586,Drug 2345,CC1(C)C(=O)N(Cl)C(=O)N1Br,0.0
587,Drug 2349,COc1nc(NC(C)C)nc(NC(C)C)n1,0.0
588,Drug 2350,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,0.0
589,Drug 2352,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,0.0
590,Drug 2364,CC=C1CC2C=CC1C2,0.0
591,Drug 2368,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.0
592,Drug 2370,Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O,1.0
593,Drug 2379,CC12CCC(C1)C(C)(C)C2O,0.0
594,Drug 2383,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0.0
595,Drug 2385,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,0.0
596,Drug 2388,CCCCc1ccc(O)cc1,1.0
597,Drug 2394,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],0.0
598,Drug 2399,CSC(C)(C)C=NO,0.0
599,Drug 2400,CNC(=O)O/N=C/C(C)(C)S(C)=O,0.0
600,Drug 2401,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.0
601,Drug 2412,CN/C(=N/[N+](=O)[O-])NCC1CCOC1,0.0
602,Drug 2417,CCC(C)(C)C1CCC(=O)CC1,0.0
603,Drug 2426,O=P(O)(O)CCCl,0.0
604,Drug 2433,CCCCCCC(=O)c1ccccc1,0.0
605,Drug 2438,CNC(=O)ON=C(C)SC,0.0
606,Drug 2439,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1.0
607,Drug 2459,N#Cc1cc(Br)c(O)c(Br)c1,0.0
608,Drug 2468,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0
609,Drug 2470,Nc1cnn(-c2ccccc2)c(=O)c1Cl,0.0
610,Drug 2472,O=C(O)c1nc(Cl)ccc1Cl,0.0
611,Drug 2498,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,0.0
612,Drug 2504,OC1CCCCCCCCCCC1,0.0
613,Drug 2519,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1.0
614,Drug 2521,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],0.0
615,Drug 2529,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,1.0
616,Drug 2537,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.0
617,Drug 2546,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,1.0
618,Drug 2563,CO[Si](CCCNCCN)(OC)OC,0.0
619,Drug 2566,N#C[S-].[NH4+],0.0
620,Drug 2568,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
621,Drug 2577,O=C(Oc1ccccc1)c1ccc(O)cc1,0.0
622,Drug 2586,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,0.0
623,Drug 2592,O=C1c2ccccc2C(=O)N1SC1CCCCC1,1.0
624,Drug 2593,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.0
625,Drug 2608,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,0.0
626,Drug 2611,NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,1.0
627,Drug 2616,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl,1.0
628,Drug 2622,CCCCCCCCc1ccc(O)cc1,1.0
629,Drug 2630,CCCOc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2C(=O)OC)c(=O)n1C.[Na+],0.0
630,Drug 2631,COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C.[Na+],0.0
631,Drug 2632,CN(C)C(=O)NC1(c2ccccc2)CCN(CC[C@@]2(c3ccc(F)c(F)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,1.0
632,Drug 2634,C=C1CC[C@H]2C[C@@H]1C2(C)C,0.0
633,Drug 2645,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0
634,Drug 2652,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.0
635,Drug 2657,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,0.0
636,Drug 2660,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,0.0
637,Drug 2677,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.0
638,Drug 2678,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0
639,Drug 2679,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@H](O)[C@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,1.0
640,Drug 2691,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,0.0
641,Drug 2699,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,0.0
642,Drug 2700,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,0.0
643,Drug 2709,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0.0
644,Drug 2712,CCCCCCCCCCCCCCN(CCO)CCO,1.0
645,Drug 2715,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.0
646,Drug 2717,CCCCCCOc1ccc(O)cc1,1.0
647,Drug 2718,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1.0
648,Drug 2720,CCCCNS(=O)(=O)c1ccc(C)cc1,0.0
649,Drug 2724,CCNc1nc(Cl)nc(NC(C)C)n1,0.0
650,Drug 2728,COc1c(Cl)ccc(Cl)c1C(=O)O,0.0
651,Drug 2729,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,0.0
652,Drug 2732,CC(C)N(C(=O)CCl)c1ccccc1,1.0
653,Drug 2745,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,0.0
654,Drug 2746,CCCSC(=O)N(CCC)CCC,0.0
655,Drug 2747,Clc1cccc(C(Cl)(Cl)Cl)n1,0.0
656,Drug 2750,O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+],0.0
657,Drug 2755,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],0.0
658,Drug 2764,CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,0.0
659,Drug 2772,CC(C)(C)c1cc(O)ccc1O,1.0
660,Drug 2783,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.0
661,Drug 2784,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,1.0
662,Drug 2785,COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,0.0
663,Drug 2794,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,1.0
664,Drug 2795,CCCCCCCCCC=CCC1CC(=O)OC1=O,0.0
665,Drug 2806,CCCCCCCc1ccc(O)cc1,1.0
666,Drug 2809,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1.[Na+],0.0
